id,student_id,schedule_data,updated_at
1,e95f830f-671d-4658-bba5-771eb0c6f6e6,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:5"",""juzhali"":""Al-Ma'arij til Al-Jinn"",""murajah"":""At-Takathur til Al-Bayyinah""},""MONDAY"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:20"",""juzhali"":""Al-Ma'arij til Al-Ma'arij"",""murajah"":""Al-Ala til Al-Inshiqaq""},""SUNDAY"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:15"",""juzhali"":""Al-Jinn til Al-Jinn"",""murajah"":""Al-Layl til Al-Ghashiyah""},""TUESDAY"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:25"",""juzhali"":""Nuh til Nuh"",""murajah"":""Al-Inshiqaq til An-Naba""},""FRIDAY_8"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:40"",""juzhali"":""Nuh til Nuh"",""murajah"":""Al-Qadr til Ad-Duha""},""SATURDAY"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:10"",""juzhali"":""Nuh til Nuh"",""murajah"":""Al-Qadr til Ad-Duha""},""THURSDAY"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""70:44"",""juzhali"":""Nuh til Nuh"",""murajah"":""Al-Fatiha til Al-Asr""},""FRIDAY_15"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""68:20"",""juzhali"":""Al-Ma'arij til Nuh"",""murajah"":""Al-Layl til Al-Ghashiyah""},""MONDAY_11"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:52"",""juzhali"":""Nuh til Nuh"",""murajah"":""Al-Inshiqaq til An-Naba""},""MONDAY_18"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""68:35"",""juzhali"":""Al-Haqqah til Al-Haqqah"",""murajah"":""Al-Fatiha til Al-Asr""},""SUNDAY_10"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:50"",""juzhali"":""Al-Ma'arij til Al-Ma'arij"",""murajah"":""Al-Ala til Al-Inshiqaq""},""SUNDAY_17"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""68:30"",""juzhali"":""Al-Jinn til Al-Ma'arij"",""murajah"":""Al-Inshiqaq til An-Naba""},""WEDNESDAY"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""2:5"",""juzhali"":""1:1"",""murajah"":""Al-Fatiha til Aal-e-Imran""},""SATURDAY_9"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:45"",""juzhali"":""Al-Jinn til Al-Jinn"",""murajah"":""Al-Layl til Al-Ghashiyah""},""THURSDAY_7"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:35"",""juzhali"":""Al-Ma'arij til Al-Ma'arij"",""murajah"":""At-Takathur til Al-Bayyinah""},""TUESDAY_12"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""68:5"",""juzhali"":""Al-Jinn til Al-Jinn"",""murajah"":""Al-Fatiha til Al-Asr""},""TUESDAY_19"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""68:40"",""juzhali"":""Al-Ma'arij til Al-Ma'arij"",""murajah"":""At-Takathur til Al-Bayyinah""},""SATURDAY_16"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""68:25"",""juzhali"":""Nuh til Al-Jinn"",""murajah"":""Al-Ala til Al-Inshiqaq""},""THURSDAY_14"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""NO"",""juzhali"":""NO"",""murajah"":""NO""},""WEDNESDAY_6"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""69:30"",""juzhali"":""Al-Jinn til Al-Jinn"",""murajah"":""Al-Fatiha til Al-Asr""},""WEDNESDAY_13"":{""juz1"":""30"",""juz2"":""29"",""juz3"":"""",""juz4"":"""",""star"":""1"",""jadeed"":""68:10"",""juzhali"":""Al-Haqqah til Al-Ma'arij"",""murajah"":""At-Takathur til Al-Bayyinah""}}",2026-06-08 11:55:06.978+00
5,06396a54-2570-402d-b22c-5340828bdaed,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":""2"",""juz2"":""7"",""juz3"":""27"",""juz4"":"""",""star"":"""",""jadeed"":""12:63"",""juzhali"":""232:241"",""murajah"":""""},""MONDAY"":{""juz1"":""5"",""juz2"":""10"",""juz3"":""30"",""juz4"":"""",""star"":"""",""jadeed"":""12:75"",""juzhali"":""234:243"",""murajah"":""""},""SUNDAY"":{""juz1"":""4"",""juz2"":""9"",""juz3"":""29"",""juz4"":"""",""star"":"""",""jadeed"":""12:69"",""juzhali"":""233:242"",""murajah"":""""},""TUESDAY"":{""juz1"":""1"",""juz2"":""6"",""juz3"":""26"",""juz4"":"""",""star"":"""",""jadeed"":""12:78"",""juzhali"":""234:243"",""murajah"":""""},""FRIDAY_8"":{""juz1"":""4"",""juz2"":""9"",""juz3"":""29"",""jadeed"":""12:90"",""juzhali"":""236:245""},""SATURDAY"":{""juz1"":""3"",""juz2"":""8"",""juz3"":""28"",""juz4"":"""",""star"":"""",""jadeed"":""12:60"",""juzhali"":""232:241"",""murajah"":""""},""THURSDAY"":{""juz1"":""1"",""juz2"":""6"",""juz3"":""26"",""juz4"":"""",""star"":"""",""jadeed"":""12:58"",""juzhali"":""232:241"",""murajah"":""""},""FRIDAY_15"":{""juz1"":""5"",""juz2"":""8"",""juz3"":""30"",""jadeed"":""13:5"",""juzhali"":""239:248""},""MONDAY_11"":{""juz1"":""2"",""juz2"":""12"",""juz3"":""27"",""jadeed"":""12:103"",""juzhali"":""237:246""},""MONDAY_18"":{""juz1"":""3"",""juz2"":""6"",""juz3"":""26"",""jadeed"":""13:18"",""juzhali"":""241:250""},""SUNDAY_10"":{""juz1"":""1"",""juz2"":""11"",""juz3"":""26"",""jadeed"":""12:100"",""juzhali"":""237:246""},""SUNDAY_17"":{""juz1"":""2"",""juz2"":""10"",""juz3"":""12"",""jadeed"":""13:13"",""juzhali"":""240:249""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY_9"":{""juz1"":""5"",""juz2"":""10"",""juz3"":""30"",""jadeed"":""12:95"",""juzhali"":""236:245""},""THURSDAY_7"":{""juz1"":""3"",""juz2"":""8"",""juz3"":""28"",""jadeed"":""12:86"",""juzhali"":""235:244""},""TUESDAY_12"":{""juz1"":""3"",""juz2"":""6"",""juz3"":""28"",""jadeed"":""12:108"",""juzhali"":""238:247""},""SATURDAY_16"":{""juz1"":""1"",""juz2"":""9"",""juz3"":""11"",""jadeed"":""13:10"",""juzhali"":""240:249""},""THURSDAY_14"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""WEDNESDAY_6"":{""juz1"":""2"",""juz2"":""7"",""juz3"":""27"",""jadeed"":""12:81"",""juzhali"":""235:244""},""WEDNESDAY_13"":{""juz1"":""4"",""juz2"":""7"",""juz3"":""19"",""jadeed"":""12:111"",""juzhali"":""238:247""}}",2026-06-30 10:29:08.301+00
8,408ec206-5476-4e07-946d-27f9f5560f99,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":""2"",""juz2"":""10"",""juz3"":""18"",""juz4"":""26"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""MONDAY"":{""juz1"":""5"",""juz2"":""13"",""juz3"":""21"",""juz4"":""29"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""SUNDAY"":{""juz1"":""4"",""juz2"":""12"",""juz3"":""20"",""juz4"":""28"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""TUESDAY"":{""juz1"":""6"",""juz2"":""14"",""juz3"":""22"",""juz4"":""30"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""FRIDAY_8"":{""juz1"":""1"",""juz2"":""9"",""juz3"":""17"",""juz4"":""25"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""SATURDAY"":{""juz1"":""3"",""juz2"":""11"",""juz3"":""19"",""juz4"":""27"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""THURSDAY"":{""juz1"":""1"",""juz2"":""9"",""juz3"":""17"",""juz4"":""25"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""FRIDAY_15"":{""juz1"":""8"",""juz2"":""16"",""juz3"":""24"",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""MONDAY_11"":{""juz1"":""4"",""juz2"":""12"",""juz3"":""20"",""juz4"":""28"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""MONDAY_18"":{""juz1"":""3"",""juz2"":""11"",""juz3"":""19"",""juz4"":""27"",""jadeed"":""NO"",""juzhali"":""NO""},""SUNDAY_10"":{""juz1"":""3"",""juz2"":""11"",""juz3"":""19"",""juz4"":""27"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""SUNDAY_17"":{""juz1"":""2"",""juz2"":""10"",""juz3"":""18"",""juz4"":""26"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":""""},""SATURDAY_9"":{""juz1"":""2"",""juz2"":""10"",""juz3"":""18"",""juz4"":""26"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""THURSDAY_7"":{""juz1"":""8"",""juz2"":""16"",""juz3"":""24"",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""TUESDAY_12"":{""juz1"":""5"",""juz2"":""13"",""juz3"":""21"",""juz4"":""29"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""TUESDAY_19"":{""juz1"":""4"",""juz2"":""12"",""juz3"":""20"",""juz4"":""24""},""SATURDAY_16"":{""juz1"":""1"",""juz2"":""9"",""juz3"":""17"",""juz4"":""25"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""THURSDAY_14"":{""juz1"":""7"",""juz2"":""15"",""juz3"":""23"",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""WEDNESDAY_6"":{""juz1"":""7"",""juz2"":""15"",""juz3"":""23"",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""},""WEDNESDAY_13"":{""juz1"":""6"",""juz2"":""14"",""juz3"":""22"",""juz4"":""30"",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO""}}",2026-06-08 12:12:44.32+00
14,9536fa54-1bd3-42c4-908e-6ff55c77b7ae,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":""سورة النبأ"",""juz2"":""سي"",""juz3"":""سورة الانشقاق "",""juz4"":"""",""star"":"""",""jadeed"":""80:27"",""juzhali"":""Al-Infitar til Al-Infitar"",""murajah"":""An-Nasr til Al-Asr""},""MONDAY"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday"",""juz4"":"""",""star"":"""",""jadeed"":""80:35"",""juzhali"":""Al-Infitar til Al-Infitar"",""murajah"":""Al-Layl til Al-Ghashiyah""},""SUNDAY"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday"",""juz4"":"""",""star"":"""",""jadeed"":""80:32"",""juzhali"":""At-Takwir til At-Takwir"",""murajah"":""Al-Qadr til Ad-Duha""},""TUESDAY"":{""juz1"":""Eid ul Adha"",""juz2"":""Eid ul Adha"",""juz3"":""Edi ul Adha"",""juz4"":"""",""star"":"""",""jadeed"":""80:38"",""juzhali"":""Al-Mutaffifin til Al-Mutaffifin"",""murajah"":""Al-Ala til Al-Inshiqaq""},""FRIDAY_8"":{""juz1"":""سورة العصر"",""juz2"":""سي"",""juz3"":""سورة الفاتحة "",""juz4"":"""",""star"":"""",""jadeed"":""79:5"",""juzhali"":""Abasa til Al-Mutaffifin"",""murajah"":""At-Takathur til Al-Bayyinah""},""SATURDAY"":{""juz1"":""سورة العصر"",""juz2"":""سي"",""juz3"":""سورة الفاتحة "",""juz4"":"""",""star"":"""",""jadeed"":""80:30"",""juzhali"":""Al-Mutaffifin til Al-Mutaffifin"",""murajah"":""At-Takathur til Al-Bayyinah""},""THURSDAY"":{""juz1"":""سورة البروج"",""juz2"":""سي"",""juz3"":""سورة الغاشية "",""juz4"":"""",""star"":"""",""jadeed"":""80:25"",""juzhali"":""At-Takwir til At-Takwir"",""murajah"":""An-Nas til Al-Masad""},""FRIDAY_15"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday"",""juz4"":"""",""star"":"""",""jadeed"":""79:40"",""juzhali"":""Al-Mutaffifin til Al-Mutaffifin"",""murajah"":""Al-Qadr til Ad-Duha""},""MONDAY_11"":{""juz1"":""Eid ul Adha"",""juz2"":""Eid ul Adha"",""juz3"":""Edi ul Adha"",""juz4"":"""",""star"":"""",""jadeed"":""79:20"",""juzhali"":""Al-Mutaffifin til Al-Mutaffifin"",""murajah"":""Al-Ala til Al-Inshiqaq""},""MONDAY_18"":{""juz1"":""سورة البروج"",""juz2"":""سي"",""juz3"":""سورة الغاشية "",""juz4"":"""",""star"":"""",""jadeed"":""78:5"",""juzhali"":""Al-Infitar til Al-Infitar"",""murajah"":""An-Nas til Al-Masad""},""SUNDAY_10"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday"",""juz4"":"""",""star"":"""",""jadeed"":""79:15"",""juzhali"":""Al-Infitar til Al-Infitar"",""murajah"":""Al-Layl til Al-Ghashiyah""},""SUNDAY_17"":{""juz1"":""Eid ul Adha"",""juz2"":""Eid ul Adha"",""juz3"":""Edi ul Adha"",""juz4"":"""",""star"":"""",""jadeed"":""79:46"",""juzhali"":""At-Takwir til At-Takwir"",""murajah"":""Al-Ala til Al-Inshiqaq""},""WEDNESDAY"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday"",""juz4"":"""",""star"":""""},""SATURDAY_9"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday"",""juz4"":"""",""star"":"""",""jadeed"":""79:10"",""juzhali"":""At-Takwir til At-Takwir"",""murajah"":""Al-Qadr til Ad-Duha""},""THURSDAY_7"":{""juz1"":""سورة النبأ"",""juz2"":""سي"",""juz3"":""سورة الانشقاق "",""juz4"":"""",""star"":"""",""jadeed"":""80:42"",""juzhali"":""Al-Infitar til Al-Infitar"",""murajah"":""An-Nasr til Al-Asr""},""TUESDAY_12"":{""juz1"":""سورة البروج"",""juz2"":""سي"",""juz3"":""سورة الغاشية "",""juz4"":"""",""star"":"""",""jadeed"":""79:25"",""juzhali"":""Abasa til Abasa"",""murajah"":""An-Nas til Al-Masad""},""TUESDAY_19"":{""juz1"":""سورة النبأ"",""juz2"":""سي"",""juz3"":""سورة الانشقاق "",""juz4"":"""",""star"":"""",""jadeed"":""78:10"",""juzhali"":""586:588"",""murajah"":""An-Nasr til Al-Asr""},""SATURDAY_16"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday"",""juz4"":"""",""star"":"""",""jadeed"":""79:45"",""juzhali"":""Abasa til Abasa"",""murajah"":""Al-Layl til Al-Ghashiyah""},""THURSDAY_14"":{""juz1"":""سورة العصر"",""juz2"":""سي"",""juz3"":""سورة الفاتحة "",""juz4"":"""",""star"":"""",""jadeed"":""79:35"",""juzhali"":""Al-Infitar til Al-Infitar"",""murajah"":""At-Takathur til Al-Bayyinah""},""WEDNESDAY_6"":{""juz1"":""سورة البروج"",""juz2"":""سي"",""juz3"":""سورة الغاشية "",""juz4"":"""",""star"":"""",""jadeed"":""80:40"",""juzhali"":""At-Takwir til At-Takwir"",""murajah"":""An-Nas til Al-Masad""},""WEDNESDAY_13"":{""juz1"":""سورة النبأ"",""juz2"":""سي"",""juz3"":""سورة الانشقاق "",""juz4"":"""",""star"":"""",""jadeed"":""79:30"",""juzhali"":""At-Takwir til At-Takwir"",""murajah"":""An-Nasr til Al-Asr""}}",2026-07-08 04:04:54.34+00
17,43ad7291-43ff-49f7-8ae8-543a31eced80,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""Al-Fajr til An-Naba""},""MONDAY"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday "",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""At-Tahrim til Al-Jumu'ah""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til As-Saff"",""murajah"":""Nuh til Al-Mulk""},""TUESDAY"":{""juz1"":""Holiday "",""juz2"":""Holiday "",""juz3"":""Holiday "",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""As-Saff til Al-Mujadilah""},""FRIDAY_8"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til As-Saff"",""murajah"":""Al-Mursalat til Al-Jinn""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til As-Saff"",""murajah"":""Al-Mursalat til Al-Jinn""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""58:22"",""juzhali"":""Al-Mumtahanah til As-Saff"",""murajah"":""An-Nas til Al-Balad""},""FRIDAY_15"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til As-Saff"",""murajah"":""Nuh til Al-Mulk""},""MONDAY_11"":{""juz1"":""Holiday "",""juz2"":""Holiday "",""juz3"":""Holiday "",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""As-Saff til Al-Mujadilah""},""SUNDAY_10"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday "",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""At-Tahrim til Al-Jumu'ah""},""SUNDAY_17"":{""juz1"":""Holiday "",""juz2"":""Holiday "",""juz3"":""Holiday "",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""As-Saff til Al-Mujadilah""},""WEDNESDAY"":{""juz1"":""Holiday "",""juz2"":""Holiday "",""juz3"":""Holiday "",""juz4"":"""",""star"":""""},""SATURDAY_9"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til As-Saff"",""murajah"":""Nuh til Al-Mulk""},""THURSDAY_7"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""Al-Fajr til An-Naba""},""TUESDAY_12"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""58:22"",""juzhali"":""Al-Mumtahanah til As-Saff"",""murajah"":""An-Nas til Al-Balad""},""SATURDAY_16"":{""juz1"":""Holiday"",""juz2"":""Holiday"",""juz3"":""Holiday "",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""At-Tahrim til Al-Jumu'ah""},""THURSDAY_14"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til As-Saff"",""murajah"":""Al-Mursalat til Al-Jinn""},""WEDNESDAY_6"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""58:22"",""juzhali"":""Al-Mumtahanah til As-Saff"",""murajah"":""An-Nas til Al-Balad""},""WEDNESDAY_13"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""Al-Mujadilah til Al-Mumtahanah"",""murajah"":""Al-Fajr til An-Naba""}}",2026-06-08 11:24:25.821+00
19,2873a7f1-1599-477c-b5c0-f53639c7bfca,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":""2"",""juz2"":""9"",""juz3"":""14"",""juz4"":"""",""star"":"""",""jadeed"":""22:55"",""juzhali"":""328:337""},""MONDAY"":{""juz1"":""5"",""juz2"":""6"",""juz3"":""11"",""juz4"":"""",""star"":"""",""jadeed"":""22:78"",""juzhali"":""331:340""},""SUNDAY"":{""juz1"":""4"",""juz2"":""7"",""juz3"":""12"",""juz4"":"""",""star"":"""",""jadeed"":""22:72"",""juzhali"":""331:340""},""TUESDAY"":{""juz1"":""30"",""juz2"":""16"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""23:17"",""juzhali"":""333:342""},""FRIDAY_8"":{""juz1"":""3"",""juz2"":""8"",""juz3"":""13"",""juz4"":"""",""star"":"""",""jadeed"":""22:64"",""juzhali"":""330:339""},""SATURDAY"":{""juz1"":""3"",""juz2"":""8"",""juz3"":""13"",""juz4"":"""",""star"":"""",""jadeed"":""22:64"",""juzhali"":""330:339""},""THURSDAY"":{""juz1"":""1"",""juz2"":""10"",""juz3"":""15"",""juz4"":"""",""star"":"""",""jadeed"":""22:46"",""juzhali"":""327:336""},""FRIDAY_15"":{""juz1"":""4"",""juz2"":""7"",""juz3"":""12"",""juz4"":"""",""star"":"""",""jadeed"":""24:20"",""juzhali"":""342:351""},""MONDAY_11"":{""juz1"":""30"",""juz2"":""16"",""juz3"":""17"",""juz4"":"""",""star"":"""",""jadeed"":""23:89"",""juzhali"":""337:346""},""MONDAY_18"":{""juz1"":""1"",""juz2"":""10"",""juz3"":""15"",""jadeed"":""24:36"",""juzhali"":""344:353""},""SUNDAY_10"":{""juz1"":""5"",""juz2"":""6"",""juz3"":""11"",""juz4"":"""",""star"":"""",""jadeed"":""23:74"",""juzhali"":""336:345""},""SUNDAY_17"":{""juz1"":""30"",""juz2"":""16"",""juz3"":""17"",""juz4"":"""",""star"":"""",""jadeed"":""24:31"",""juzhali"":""344:353""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":""""},""SATURDAY_9"":{""juz1"":""4"",""juz2"":""7"",""juz3"":""12"",""juz4"":"""",""star"":"""",""jadeed"":""23:59"",""juzhali"":""335:344""},""THURSDAY_7"":{""juz1"":""2"",""juz2"":""9"",""juz3"":""14"",""juz4"":"""",""star"":"""",""jadeed"":""23:42"",""juzhali"":""334:343""},""TUESDAY_12"":{""juz1"":""1"",""juz2"":""10"",""juz3"":""15"",""juz4"":"""",""star"":"""",""jadeed"":""23:104"",""juzhali"":""338:347""},""TUESDAY_19"":{""juz1"":""2"",""juz2"":""9"",""juz3"":""14"",""jadeed"":""24:43"",""juzhali"":""345:354""},""SATURDAY_16"":{""juz1"":""5"",""juz2"":""6"",""juz3"":""11"",""juz4"":"""",""star"":"""",""jadeed"":""24:27"",""juzhali"":""343:352""},""THURSDAY_14"":{""juz1"":""3"",""juz2"":""8"",""juz3"":""13"",""juz4"":"""",""star"":"""",""jadeed"":""24:10"",""juzhali"":""341:350""},""WEDNESDAY_6"":{""juz1"":""1"",""juz2"":""10"",""juz3"":""15"",""juz4"":"""",""star"":"""",""jadeed"":""23:27"",""juzhali"":""333:342""},""WEDNESDAY_13"":{""juz1"":""2"",""juz2"":""9"",""juz3"":""14"",""juz4"":"""",""star"":"""",""jadeed"":""23:118"",""juzhali"":""339:348""}}",2026-06-06 16:00:39.514+00
