user_id,schedule_data,created_at,updated_at,last_updated_by,has_unseen_changes,teacher_updated_at,parent_viewed_at
67f5504b-9c9b-4ee8-ab7b-c35a45351c81,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""_editHistory"":{}}",2026-07-31 10:06:21.988179+00,2026-07-31 10:06:19.011+00,3f211ebf-d6d2-460c-8585-4fc08b06cec0,false,2026-07-31 10:06:19.011+00,2026-08-06 14:42:59.339+00
6b1c3be2-1657-4642-b1a6-a8f9d8f3406c,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":""6"",""juz2"":""9"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""11:97"",""juzhali"":""223:230"",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""THURSDAY"":{""juz1"":""5"",""juz2"":""9"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""11:81"",""juzhali"":""221:229"",""murajah"":""""},""WEDNESDAY"":{""juz1"":""3"",""juz2"":""11"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""11:62"",""juzhali"":""219:226"",""murajah"":""""},""_editHistory"":{""FRIDAY_juz1"":""2026-07-28T12:31:00.875Z"",""FRIDAY_juz2"":""2026-07-28T12:31:03.226Z"",""FRIDAY_jadeed"":""2026-07-28T12:31:23.342Z"",""FRIDAY_juzhali"":""2026-07-28T12:31:31.987Z"",""THURSDAY_jadeed"":""2026-07-28T12:30:47.830Z"",""THURSDAY_juzhali"":""2026-07-28T12:30:52.817Z""}}",2026-07-27 16:54:06.388415+00,2026-07-28 12:31:33.493+00,6b1c3be2-1657-4642-b1a6-a8f9d8f3406c,false,2026-07-28 12:31:33.493+00,2026-07-29 12:31:18.384+00
95a2ca48-1abe-4833-b6bb-82b16755ec94,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""79:1"",""juzhali"":"""",""murajah"":""An-Nas til At-Takathur""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""At-Takathur til Al-Bayyinah""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""69:1"",""juzhali"":"""",""murajah"":""An-Nas til Al-Asr""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""_editHistory"":{}}",2026-07-05 12:16:42.026845+00,2026-08-04 14:31:54.003+00,341cd4f7-8e45-4a26-a570-77755a90a42c,false,2026-08-04 12:54:24.579+00,2026-08-04 18:44:10.125+00
9f388cd9-9d04-4f36-bccd-8cbca144842d,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":"""",""juz2"":""18"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""62:1"",""juzhali"":""Abasa til Al-Infitar"",""murajah"":""An-Nas til At-Tariq""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""Al-Ma'idah til Al-Ma'idah""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""_editHistory"":{""THURSDAY_murajah"":""2026-08-06T17:26:29.418Z""}}",2026-07-29 05:51:28.565064+00,2026-08-06 17:26:30.929+00,,false,,2026-08-06 17:48:46.136+00
a2e66f53-b481-45d9-b4f3-cf23fa80c0ec,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":""3"",""juz2"":""11"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""11:71"",""juzhali"":""223:227"",""murajah"":""""},""MONDAY"":{""juz1"":""5"",""juz2"":""6"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""11:88"",""juzhali"":""225:229"",""murajah"":""""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":""1"",""juz2"":""8"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":""4"",""juz2"":""7"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""11:81"",""juzhali"":""225:229"",""murajah"":""""},""THURSDAY"":{""juz1"":""2"",""juz2"":""10"",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""11:62"",""juzhali"":""220:225"",""murajah"":""""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""_editHistory"":{""TUESDAY_juz1"":""2026-08-05T16:02:31.814Z"",""TUESDAY_juz2"":""2026-08-05T16:03:12.439Z"",""SATURDAY_juzhali"":""2026-08-05T16:02:16.710Z""}}",2026-08-05 14:40:49.441387+00,2026-08-05 16:03:13.948+00,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,false,2026-08-05 16:03:13.948+00,
a53bc943-8a4e-41a1-9bf2-f2995bf979c2,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""THURSDAY"":{""juz1"":""1"",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""2:1"",""juzhali"":"""",""murajah"":""""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""_editHistory"":{""THURSDAY_juz1"":""2026-07-30T10:45:30.895Z"",""THURSDAY_jadeed"":""2026-07-30T10:45:54.262Z""}}",2026-07-30 10:45:33.235508+00,2026-07-30 10:45:55.849+00,,false,,2026-07-30 10:50:58.385+00
b4c88c44-823a-476d-aab5-3ee5be10bb41,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""64:17"",""juzhali"":""At-Talaq til At-Talaq"",""murajah"":""An-Nas til Al-Balad""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""64:13"",""juzhali"":""At-Talaq til At-Talaq"",""murajah"":""An-Nas til Al-Balad""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""NO"",""murajah"":""NO""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""64:14"",""juzhali"":""At-Tahrim til At-Tahrim"",""murajah"":""Al-Fajr til An-Naba""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""NO"",""juzhali"":""At-Taghabun til At-Taghabun"",""murajah"":""Al-Muddaththir til Al-Mursalat""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""64:16"",""juzhali"":""Al-Qalam til Al-Qalam"",""murajah"":""Al-Muzzammil til Al-Ma'arij""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""64:15"",""juzhali"":""Al-Mulk til Al-Mulk"",""murajah"":""Al-Muddaththir til Al-Mursalat""},""_editHistory"":{""FRIDAY_murajah"":""2026-07-29T08:40:11.895Z"",""MONDAY_murajah"":""2026-07-29T08:40:01.005Z""}}",2026-07-28 01:58:53.113139+00,2026-07-29 08:40:13.408+00,b4c88c44-823a-476d-aab5-3ee5be10bb41,false,2026-07-29 08:40:13.409+00,2026-07-29 12:31:25.495+00
de4f89af-c0f5-4dec-b52e-9282f26717f7,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""Al-Bayyinah til Al-Balad""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""Al-Bayyinah til Al-Balad""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""Al-Fajr til Al-Inshiqaq""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""71:1"",""juzhali"":"""",""murajah"":""An-Nas til Az-Zalzalah""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""An-Nas til Az-Zalzalah""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""Al-Mutaffifin til An-Naba""},""_editHistory"":{""FRIDAY_murajah"":""2026-07-28T14:49:33.177Z"",""TUESDAY_murajah"":""2026-07-28T14:48:50.307Z"",""THURSDAY_murajah"":""2026-07-28T14:49:21.294Z"",""WEDNESDAY_murajah"":""2026-07-28T14:49:07.969Z""}}",2026-07-28 14:47:03.075737+00,2026-07-28 14:49:34.691+00,de4f89af-c0f5-4dec-b52e-9282f26717f7,false,2026-07-28 14:49:34.691+00,2026-07-29 12:23:56.207+00
e47f9641-4ced-46b8-8652-034ee30bd7e8,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""_editHistory"":{}}",2026-07-05 12:40:27.923254+00,2026-07-18 07:31:49.781+00,e47f9641-4ced-46b8-8652-034ee30bd7e8,true,2026-07-18 07:31:49.781+00,
e92095e3-9ba6-4c24-a205-9c1f8a6876dc,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""73:1"",""juzhali"":""580:582"",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""73:7"",""juzhali"":""Al-Qiyamah til Al-Qiyamah"",""murajah"":""Al-Buruj til Al-Fajr""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""74:56"",""juzhali"":""577:579"",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""73:9"",""juzhali"":""Al-Muddaththir til Al-Muddaththir"",""murajah"":""Al-Balad til Al-Adiyat""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""73:12"",""juzhali"":""Al-Insan til Al-Insan"",""murajah"":""An-Naba til Abasa""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""73:11"",""juzhali"":""Al-Mursalat til Al-Mursalat"",""murajah"":""Al-Qari'ah til An-Nas""},""_editHistory"":{""THURSDAY_jadeed"":""2026-08-02T18:49:10.754Z"",""THURSDAY_juzhali"":""2026-08-02T18:49:07.100Z"",""THURSDAY_murajah"":""2026-08-02T18:48:34.061Z"",""WEDNESDAY_juzhali"":""2026-08-02T18:48:12.561Z""}}",2026-07-30 03:22:46.479522+00,2026-08-02 18:49:12.259+00,341cd4f7-8e45-4a26-a570-77755a90a42c,false,2026-08-02 18:49:12.259+00,2026-08-05 12:59:17.809+00
e99538b4-6879-4058-8de2-d673a0a80114,"{""_mode"":""juz-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""THURSDAY"":{""juz1"":""29"",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""61:14"",""juzhali"":""557:562"",""murajah"":""""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":"""",""juzhali"":"""",""murajah"":""""},""_editHistory"":{""THURSDAY_jadeed"":""2026-08-05T16:14:08.616Z"",""THURSDAY_juzhali"":""2026-08-05T16:14:19.486Z""}}",2026-08-05 16:13:23.408373+00,2026-08-05 16:14:20.992+00,a9bdb9ab-7636-4106-97e1-fe4a23c8449e,false,2026-08-05 16:14:20.992+00,
f5e118cd-5e6b-4dd8-bf42-7b63be80e24b,"{""_mode"":""surah-wise"",""FRIDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""96:1"",""juzhali"":""Al-Qadr til Al-Bayyinah"",""murajah"":""Al-Fatiha til Al-Asr""},""MONDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""96:4"",""juzhali"":""Al-Qari'ah til Al-Qari'ah"",""murajah"":""Al-Fatiha til Al-Asr""},""SUNDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""96:3"",""juzhali"":""Al-Adiyat til Al-Adiyat"",""murajah"":""Al-Fatiha til Al-Asr""},""TUESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""96:5"",""juzhali"":""At-Takathur til At-Takathur"",""murajah"":""Al-Fatiha til Al-Asr""},""SATURDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""96:2"",""juzhali"":""Az-Zalzalah til Az-Zalzalah"",""murajah"":""Al-Fatiha til Al-Asr""},""THURSDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""96:7"",""juzhali"":""Al-Bayyinah til Al-Bayyinah"",""murajah"":""Al-Fatiha til Al-Asr""},""WEDNESDAY"":{""juz1"":"""",""juz2"":"""",""juz3"":"""",""juz4"":"""",""star"":"""",""jadeed"":""96:6"",""juzhali"":""Al-Qadr til Al-Qadr"",""murajah"":""Al-Fatiha til Al-Asr""},""_editHistory"":{""THURSDAY_jadeed"":""2026-07-27T19:06:19.987Z"",""THURSDAY_juzhali"":""2026-07-27T19:06:33.488Z"",""THURSDAY_murajah"":""2026-07-27T19:05:44.099Z""}}",2026-07-24 17:46:10.506425+00,2026-07-27 19:06:34.994+00,f5e118cd-5e6b-4dd8-bf42-7b63be80e24b,true,2026-07-27 19:06:34.994+00,
